movieId,title,genres
movieId 1777,"Wedding Singer, The (1998)",Comedy|Romance
movieId 1779,Sphere (1998),Sci-Fi|Thriller
movieId 1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
movieId 1784,As Good as It Gets (1997),Comedy|Drama|Romance
movieId 1785,King of New York (1990),Crime|Thriller
movieId 1791,Twilight (1998),Crime|Drama|Thriller
movieId 1792,U.S. Marshals (1998),Action|Crime|Thriller
movieId 1793,Welcome to Woop-Woop (1997),Comedy
movieId 1794,Love and Death on Long Island (1997),Comedy|Drama
movieId 1797,Everest (1998),Documentary|IMAX
movieId 1798,Hush (1998),Thriller
movieId 1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
movieId 1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
movieId 1804,"Newton Boys, The (1998)",Crime|Drama
movieId 1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
movieId 1806,Paulie (1998),Adventure|Children|Comedy
movieId 1807,"Cool, Dry Place, A (1998)",Drama
movieId 1809,Fireworks (Hana-bi) (1997),Crime|Drama
movieId 1810,Primary Colors (1998),Comedy|Drama
movieId 1812,Wide Awake (1998),Children|Comedy|Drama
movieId 1816,Two Girls and a Guy (1997),Comedy|Drama
movieId 1821,"Object of My Affection, The (1998)",Comedy|Romance
movieId 1824,Homegrown (1998),Comedy|Thriller
movieId 1825,The Players Club (1998),Comedy|Drama
movieId 1826,Barney's Great Adventure (1998),Adventure|Children
movieId 1827,"Big One, The (1997)",Comedy|Documentary
movieId 1829,Chinese Box (1997),Drama|Romance
movieId 1831,Lost in Space (1998),Action|Adventure|Sci-Fi
movieId 1833,Mercury Rising (1998),Action|Drama|Thriller
movieId 1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
movieId 1835,City of Angels (1998),Drama|Fantasy|Romance
movieId 1836,"Last Days of Disco, The (1998)",Comedy|Drama
movieId 1837,"Odd Couple II, The (1998)",Comedy
movieId 1839,My Giant (1998),Comedy
movieId 1840,He Got Game (1998),Drama
movieId 1841,"Gingerbread Man, The (1998)",Drama|Thriller
movieId 1844,Live Flesh (Carne trémula) (1997),Drama|Romance
movieId 1845,Zero Effect (1998),Comedy|Mystery|Thriller
movieId 1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
movieId 1855,Krippendorf's Tribe (1998),Comedy
movieId 1856,Kurt & Courtney (1998),Documentary
movieId 1857,"Real Blonde, The (1997)",Comedy
movieId 1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
movieId 1859,Taste of Cherry (Ta'm e guilass) (1997),Drama
movieId 1860,Character (Karakter) (1997),Drama
movieId 1862,Species II (1998),Horror|Sci-Fi
movieId 1863,Major League: Back to the Minors (1998),Comedy
movieId 1866,"Big Hit, The (1998)",Action|Comedy|Crime
movieId 1867,Tarzan and the Lost City (1998),Action|Adventure
movieId 1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
movieId 1873,"Misérables, Les (1998)",Crime|Drama|Romance|War
movieId 1875,Clockwatchers (1997),Comedy
movieId 1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
movieId 1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
movieId 1882,Godzilla (1998),Action|Sci-Fi|Thriller
movieId 1883,Bulworth (1998),Comedy|Drama|Romance
movieId 1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
movieId 1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
movieId 1887,Almost Heroes (1998),Adventure|Comedy|Western
movieId 1888,Hope Floats (1998),Comedy|Drama|Romance
movieId 1889,Insomnia (1997),Drama|Mystery|Thriller
movieId 1891,"Ugly, The (1997)",Horror|Thriller
movieId 1892,"Perfect Murder, A (1998)",Thriller
movieId 1893,Beyond Silence (Jenseits der Stille) (1996),Drama
movieId 1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
movieId 1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
movieId 1897,High Art (1998),Drama|Romance
movieId 1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama
movieId 1902,Dream for an Insomniac (1996),Drama|Romance
movieId 1904,Henry Fool (1997),Comedy|Drama
movieId 1906,Mr. Jealousy (1997),Comedy|Romance
movieId 1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
movieId 1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
movieId 1910,I Went Down (1997),Comedy|Crime|Drama
movieId 1911,Dr. Dolittle (1998),Comedy
movieId 1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
movieId 1913,Picnic at Hanging Rock (1975),Drama|Mystery
movieId 1914,Smoke Signals (1998),Comedy|Drama
movieId 1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
movieId 1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
movieId 1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
movieId 1919,Madeline (1998),Children|Comedy
movieId 1920,Small Soldiers (1998),Animation|Children|Fantasy|War
movieId 1921,Pi (1998),Drama|Sci-Fi|Thriller
movieId 1922,Whatever (1998),Drama
movieId 1923,There's Something About Mary (1998),Comedy|Romance
movieId 1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi
movieId 1926,"Broadway Melody, The (1929)",Musical
movieId 1927,All Quiet on the Western Front (1930),Action|Drama|War
movieId 1928,Cimarron (1931),Drama|Western
movieId 1929,Grand Hotel (1932),Drama|Romance
movieId 1931,Mutiny on the Bounty (1935),Adventure|Drama
movieId 1932,"Great Ziegfeld, The (1936)",Drama|Musical
movieId 1933,"Life of Emile Zola, The (1937)",Drama
movieId 1934,You Can't Take It with You (1938),Comedy|Romance
movieId 1936,Mrs. Miniver (1942),Drama|War
movieId 1937,Going My Way (1944),Comedy|Drama|Musical
movieId 1938,"Lost Weekend, The (1945)",Drama
movieId 1939,"Best Years of Our Lives, The (1946)",Drama|War
movieId 1940,Gentleman's Agreement (1947),Drama
movieId 1941,Hamlet (1948),Drama
movieId 1942,All the King's Men (1949),Drama
movieId 1944,From Here to Eternity (1953),Drama|Romance|War
movieId 1945,On the Waterfront (1954),Crime|Drama
movieId 1946,Marty (1955),Drama|Romance
movieId 1947,West Side Story (1961),Drama|Musical|Romance
movieId 1948,Tom Jones (1963),Adventure|Comedy|Romance
movieId 1949,"Man for All Seasons, A (1966)",Drama
movieId 1950,In the Heat of the Night (1967),Drama|Mystery
movieId 1951,Oliver! (1968),Drama|Musical
movieId 1952,Midnight Cowboy (1969),Drama
movieId 1953,"French Connection, The (1971)",Action|Crime|Thriller
movieId 1954,Rocky (1976),Drama
movieId 1955,Kramer vs. Kramer (1979),Drama
movieId 1956,Ordinary People (1980),Drama
movieId 1957,Chariots of Fire (1981),Drama
movieId 1958,Terms of Endearment (1983),Comedy|Drama
movieId 1959,Out of Africa (1985),Drama|Romance
movieId 1960,"Last Emperor, The (1987)",Drama
movieId 1961,Rain Man (1988),Drama
movieId 1962,Driving Miss Daisy (1989),Drama
movieId 1963,Take the Money and Run (1969),Comedy|Crime
movieId 1964,Klute (1971),Drama|Mystery
movieId 1965,Repo Man (1984),Comedy|Sci-Fi
movieId 1966,Metropolitan (1990),Comedy
movieId 1967,Labyrinth (1986),Adventure|Fantasy|Musical
movieId 1968,"Breakfast Club, The (1985)",Comedy|Drama
movieId 1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
movieId 1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
movieId 1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
movieId 1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
movieId 1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
movieId 1974,Friday the 13th (1980),Horror|Mystery|Thriller
movieId 1975,Friday the 13th Part 2 (1981),Horror
movieId 1976,Friday the 13th Part 3: 3D (1982),Horror
movieId 1977,Friday the 13th Part IV: The Final Chapter (1984),Horror
movieId 1978,Friday the 13th Part V: A New Beginning (1985),Horror
movieId 1979,Friday the 13th Part VI: Jason Lives (1986),Horror
movieId 1980,Friday the 13th Part VII: The New Blood (1988),Horror
movieId 1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
movieId 1982,Halloween (1978),Horror
movieId 1983,Halloween II (1981),Horror
movieId 1984,Halloween III: Season of the Witch (1982),Horror
movieId 1985,Halloween 4: The Return of Michael Myers (1988),Horror
movieId 1986,Halloween 5: The Revenge of Michael Myers (1989),Horror
movieId 1987,Prom Night (1980),Horror
movieId 1990,Prom Night IV: Deliver Us From Evil (1992),Horror
movieId 1991,Child's Play (1988),Horror|Thriller
movieId 1992,Child's Play 2 (1990),Horror|Thriller
movieId 1993,Child's Play 3 (1991),Comedy|Horror|Thriller
movieId 1994,Poltergeist (1982),Horror|Thriller
movieId 1995,Poltergeist II: The Other Side (1986),Horror|Thriller
movieId 1996,Poltergeist III (1988),Horror|Thriller
movieId 1997,"Exorcist, The (1973)",Horror|Mystery
movieId 1998,Exorcist II: The Heretic (1977),Horror
movieId 1999,"Exorcist III, The (1990)",Horror
movieId 2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
movieId 2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
movieId 2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
movieId 2003,Gremlins (1984),Comedy|Horror
movieId 2004,Gremlins 2: The New Batch (1990),Comedy|Horror
movieId 2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
movieId 2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
movieId 2007,Polish Wedding (1998),Comedy
movieId 2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir
movieId 2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
movieId 2010,Metropolis (1927),Drama|Sci-Fi
movieId 2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
movieId 2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
movieId 2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
movieId 2014,Freaky Friday (1977),Children|Comedy|Fantasy
movieId 2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
movieId 2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
movieId 2017,Babes in Toyland (1961),Children|Fantasy|Musical
movieId 2018,Bambi (1942),Animation|Children|Drama
movieId 2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
movieId 2020,Dangerous Liaisons (1988),Drama|Romance
movieId 2021,Dune (1984),Adventure|Sci-Fi
movieId 2022,"Last Temptation of Christ, The (1988)",Drama
movieId 2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
movieId 2024,"Rapture, The (1991)",Drama|Mystery
movieId 2025,Lolita (1997),Drama|Romance
movieId 2026,Disturbing Behavior (1998),Horror|Thriller
movieId 2027,Jane Austen's Mafia! (1998),Comedy|Crime
movieId 2028,Saving Private Ryan (1998),Action|Drama|War
movieId 2032,"Barefoot Executive, The (1971)",Children|Comedy
movieId 2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
movieId 2034,"Black Hole, The (1979)",Children|Sci-Fi
movieId 2035,Blackbeard's Ghost (1968),Children|Comedy
movieId 2036,Blank Check (1994),Children|Comedy
movieId 2037,Candleshoe (1977),Adventure|Children|Comedy
movieId 2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
movieId 2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
movieId 2041,Condorman (1981),Action|Adventure|Children|Comedy
movieId 2042,D2: The Mighty Ducks (1994),Children|Comedy
movieId 2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
movieId 2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
movieId 2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
movieId 2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
movieId 2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy
movieId 2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
movieId 2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
movieId 2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
movieId 2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
movieId 2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western
movieId 2056,In Search of the Castaways (1962),Adventure|Children
movieId 2057,"Incredible Journey, The (1963)",Adventure|Children
movieId 2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
movieId 2059,"Parent Trap, The (1998)",Children|Comedy|Romance
movieId 2060,BASEketball (1998),Comedy
movieId 2064,Roger & Me (1989),Documentary
movieId 2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
movieId 2066,Out of the Past (1947),Film-Noir
movieId 2067,Doctor Zhivago (1965),Drama|Romance|War
movieId 2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
movieId 2069,"Trip to Bountiful, The (1985)",Drama
movieId 2070,Tender Mercies (1983),Drama|Romance|Western
movieId 2071,And the Band Played On (1993),Drama
movieId 2072,"'burbs, The (1989)",Comedy
movieId 2073,Fandango (1985),Comedy
movieId 2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
movieId 2075,Mephisto (1981),Drama|War
movieId 2076,Blue Velvet (1986),Drama|Mystery|Thriller
movieId 2077,"Journey of Natty Gann, The (1985)",Adventure|Children
movieId 2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
movieId 2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
movieId 2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
movieId 2082,"Mighty Ducks, The (1992)",Children|Comedy
movieId 2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
movieId 2084,Newsies (1992),Children|Musical
movieId 2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
movieId 2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
movieId 2088,Popeye (1980),Adventure|Comedy|Musical
movieId 2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
movieId 2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
movieId 2091,Return from Witch Mountain (1978),Children|Sci-Fi
movieId 2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
movieId 2093,Return to Oz (1985),Adventure|Children|Fantasy
movieId 2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
movieId 2095,"Shaggy D.A., The (1976)",Children|Comedy
movieId 2096,Sleeping Beauty (1959),Animation|Children|Musical
movieId 2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
movieId 2098,Son of Flubber (1963),Children|Comedy
movieId 2099,Song of the South (1946),Adventure|Animation|Children|Musical
movieId 2100,Splash (1984),Comedy|Fantasy|Romance
movieId 2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical
movieId 2103,Tall Tale (1995),Adventure|Children|Fantasy|Western
movieId 2104,Tex (1982),Drama
movieId 2105,Tron (1982),Action|Adventure|Sci-Fi
movieId 2106,Swing Kids (1993),Drama|War
movieId 2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
movieId 2108,L.A. Story (1991),Comedy|Romance
movieId 2109,"Jerk, The (1979)",Comedy
movieId 2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
movieId 2111,"Man with Two Brains, The (1983)",Comedy
movieId 2112,Grand Canyon (1991),Crime|Drama
movieId 2114,"Outsiders, The (1983)",Drama
movieId 2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
movieId 2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
movieId 2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
movieId 2118,"Dead Zone, The (1983)",Thriller
movieId 2119,Maximum Overdrive (1986),Horror
movieId 2120,Needful Things (1993),Drama|Horror
movieId 2121,Cujo (1983),Horror|Thriller
movieId 2122,Children of the Corn (1984),Horror|Thriller
movieId 2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
movieId 2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
movieId 2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
movieId 2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
movieId 2130,Atlantic City (1980),Crime|Drama|Romance
movieId 2131,Autumn Sonata (Höstsonaten) (1978),Drama
movieId 2132,Who's Afraid of Virginia Woolf? (1966),Drama
movieId 2133,Adventures in Babysitting (1987),Adventure|Comedy
movieId 2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
movieId 2135,Doctor Dolittle (1967),Adventure|Children|Musical
movieId 2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi
movieId 2137,Charlotte's Web (1973),Animation|Children
movieId 2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
movieId 2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
movieId 2140,"Dark Crystal, The (1982)",Adventure|Fantasy
movieId 2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
movieId 2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
movieId 2143,Legend (1985),Adventure|Fantasy|Romance
movieId 2144,Sixteen Candles (1984),Comedy|Romance
movieId 2145,Pretty in Pink (1986),Comedy|Drama|Romance
movieId 2146,St. Elmo's Fire (1985),Drama|Romance
movieId 2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
movieId 2148,House (1986),Comedy|Fantasy|Horror
movieId 2149,House II: The Second Story (1987),Comedy|Fantasy|Horror
movieId 2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
movieId 2151,"Gods Must Be Crazy II, The (1989)",Comedy
movieId 2152,Air Bud: Golden Receiver (1998),Children|Comedy
movieId 2153,"Avengers, The (1998)",Action|Adventure
movieId 2154,How Stella Got Her Groove Back (1998),Drama|Romance
movieId 2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama
movieId 2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance
movieId 2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
movieId 2160,Rosemary's Baby (1968),Drama|Horror|Thriller
movieId 2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
movieId 2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
movieId 2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror
movieId 2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
movieId 2165,Your Friends and Neighbors (1998),Comedy|Drama
movieId 2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller
movieId 2167,Blade (1998),Action|Horror|Thriller
movieId 2169,Dead Man on Campus (1998),Comedy
movieId 2170,Wrongfully Accused (1998),Action|Comedy
movieId 2171,Next Stop Wonderland (1998),Comedy|Drama|Romance
movieId 2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama
movieId 2174,Beetlejuice (1988),Comedy|Fantasy
movieId 2175,Déjà Vu (1997),Drama|Romance
movieId 2176,Rope (1948),Crime|Drama|Thriller
movieId 2177,Family Plot (1976),Comedy|Thriller
movieId 2178,Frenzy (1972),Thriller
movieId 2179,Topaz (1969),Thriller
movieId 2180,Torn Curtain (1966),Thriller
movieId 2181,Marnie (1964),Drama|Mystery|Romance|Thriller
movieId 2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
movieId 2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
movieId 2184,"Trouble with Harry, The (1955)",Comedy|Mystery
movieId 2185,I Confess (1953),Thriller
movieId 2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
movieId 2187,Stage Fright (1950),Mystery|Romance|Thriller
movieId 2188,54 (1998),Drama
movieId 2190,Why Do Fools Fall In Love? (1998),Drama
movieId 2193,Willow (1988),Action|Adventure|Fantasy
movieId 2194,"Untouchables, The (1987)",Action|Crime|Drama
movieId 2195,Dirty Work (1998),Comedy
movieId 2196,Knock Off (1998),Action
movieId 2201,"Paradine Case, The (1947)",Drama
movieId 2202,Lifeboat (1944),Drama|War
movieId 2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
movieId 2204,Saboteur (1942),Mystery|Thriller
movieId 2205,Mr. & Mrs. Smith (1941),Comedy|Romance
movieId 2206,Suspicion (1941),Film-Noir|Mystery|Thriller
movieId 2207,Jamaica Inn (1939),Drama
movieId 2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
movieId 2210,Sabotage (1936),Thriller
movieId 2211,Secret Agent (1936),Thriller
movieId 2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller
movieId 2226,"Ring, The (1927)",Drama
movieId 2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
movieId 2231,Rounders (1998),Drama
movieId 2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
movieId 2236,Simon Birch (1998),Drama
movieId 2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
movieId 2240,My Bodyguard (1980),Drama
movieId 2241,Class (1983),Comedy
movieId 2243,Broadcast News (1987),Comedy|Drama|Romance
movieId 2244,"Allnighter, The (1987)",Comedy|Romance
movieId 2245,Working Girl (1988),Comedy|Drama|Romance
movieId 2247,Married to the Mob (1988),Comedy
movieId 2248,Say Anything... (1989),Comedy|Drama|Romance
movieId 2249,My Blue Heaven (1990),Comedy
movieId 2252,Hero (1992),Comedy|Drama
movieId 2253,Toys (1992),Comedy|Fantasy
movieId 2255,Young Doctors in Love (1982),Comedy
movieId 2256,Parasite (1982),Horror|Sci-Fi
movieId 2257,No Small Affair (1984),Comedy|Romance
movieId 2259,Blame It on Rio (1984),Comedy|Romance
movieId 2260,Wisdom (1986),Crime|Drama
movieId 2261,One Crazy Summer (1986),Comedy
movieId 2262,About Last Night... (1986),Comedy|Drama|Romance
movieId 2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
movieId 2264,We're No Angels (1989),Comedy|Crime
movieId 2265,Nothing But Trouble (1991),Adventure|Comedy
movieId 2266,"Butcher's Wife, The (1991)",Comedy|Romance
movieId 2267,Mortal Thoughts (1991),Mystery|Thriller
movieId 2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
movieId 2269,Indecent Proposal (1993),Drama|Romance
movieId 2271,Permanent Midnight (1998),Drama
movieId 2272,One True Thing (1998),Drama
movieId 2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
movieId 2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi
movieId 2278,Ronin (1998),Action|Crime|Thriller
movieId 2279,Urban Legend (1998),Horror|Thriller
movieId 2280,Clay Pigeons (1998),Crime
movieId 2281,Monument Ave. (1998),Action|Crime|Drama
movieId 2282,Pecker (1998),Comedy|Drama
movieId 2283,"Sheltering Sky, The (1990)",Drama
movieId 2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
movieId 2287,Them! (1954),Horror|Sci-Fi|Thriller
movieId 2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
movieId 2289,"Player, The (1992)",Comedy|Crime|Drama
movieId 2290,Stardust Memories (1980),Comedy|Drama
movieId 2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
movieId 2292,Overnight Delivery (1998),Comedy|Romance
movieId 2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
movieId 2295,"Impostors, The (1998)",Comedy
movieId 2296,"Night at the Roxbury, A (1998)",Comedy
movieId 2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
movieId 2298,Strangeland (1998),Thriller
movieId 2300,"Producers, The (1968)",Comedy
movieId 2301,History of the World: Part I (1981),Comedy|Musical
movieId 2302,My Cousin Vinny (1992),Comedy
movieId 2303,Nashville (1975),Drama|Musical
movieId 2304,Love Is the Devil (1998),Drama
movieId 2306,Holy Man (1998),Comedy
movieId 2307,One Tough Cop (1998),Action|Crime
movieId 2310,"Mighty, The (1998)",Drama
movieId 2311,2010: The Year We Make Contact (1984),Sci-Fi
movieId 2312,Children of a Lesser God (1986),Drama
movieId 2313,"Elephant Man, The (1980)",Drama
movieId 2314,Beloved (1998),Drama
movieId 2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
movieId 2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
movieId 2318,Happiness (1998),Comedy|Drama
movieId 2320,Apt Pupil (1998),Drama|Thriller
movieId 2321,Pleasantville (1998),Comedy|Drama|Fantasy
movieId 2322,Soldier (1998),Action|Sci-Fi|War
movieId 2323,"Cruise, The (1998)",Documentary
movieId 2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
movieId 2325,Orgazmo (1997),Comedy
movieId 2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
movieId 2328,Vampires (1998),Horror|Western
movieId 2329,American History X (1998),Crime|Drama
movieId 2330,Hands on a Hard Body (1996),Comedy|Documentary
movieId 2331,Living Out Loud (1998),Comedy|Drama|Romance
movieId 2332,Belly (1998),Crime|Drama
movieId 2333,Gods and Monsters (1998),Drama
movieId 2334,"Siege, The (1998)",Action|Thriller
movieId 2335,"Waterboy, The (1998)",Comedy
movieId 2336,Elizabeth (1998),Drama
movieId 2337,Velvet Goldmine (1998),Drama
movieId 2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
movieId 2339,I'll Be Home For Christmas (1998),Comedy|Romance
movieId 2340,Meet Joe Black (1998),Romance
movieId 2342,Hard Core Logo (1996),Comedy|Drama
movieId 2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
movieId 2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
movieId 2347,"Pope of Greenwich Village, The (1984)",Drama
movieId 2348,Sid and Nancy (1986),Drama
movieId 2349,Mona Lisa (1986),Comedy|Thriller
movieId 2350,Heart Condition (1990),Comedy
movieId 2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
movieId 2352,"Big Chill, The (1983)",Comedy|Drama
movieId 2353,Enemy of the State (1998),Action|Thriller
movieId 2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy
movieId 2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
movieId 2356,Celebrity (1998),Comedy
movieId 2357,Central Station (Central do Brasil) (1998),Drama
movieId 2358,Savior (1998),Drama|War
movieId 2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
movieId 2360,"Celebration, The (Festen) (1998)",Drama
movieId 2361,Pink Flamingos (1972),Comedy
movieId 2362,Glen or Glenda (1953),Drama
movieId 2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
movieId 2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller
movieId 2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
movieId 2366,King Kong (1933),Action|Adventure|Fantasy|Horror
movieId 2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
movieId 2368,King Kong Lives (1986),Adventure|Sci-Fi
movieId 2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
